local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[-0.011356634301906636, 0.11809749995514679, 0.04753696618782655]","[0.0137972981995344, -0.05172378034976434, 0.05498544275577547]","[0.013797298199534402, -0.05172378034976435, 0.05498544275577548]","[0.0, -1.3877787807814457e-17, 0.0]","[0.0019281111081045927, 0.07444544345587459, 0.03836602174489372]","[0.0019281111081045925, 0.0744454434558746, 0.03836602174489372]","[[-9.99941720e-01 -2.67933123e-03  1.04583616e-02  1.72621701e-03]
 [-2.20934427e-16 -9.68715100e-01 -2.48175452e-01  8.16379300e-02]
 [ 1.07961171e-02 -2.48160988e-01  9.68658644e-01 -1.87099399e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CylinderM,normal,[-1.32657007e+00  1.67480698e-04 -1.56617974e+00],"[-0.049973452849866824, 0.011811788984530537, 0.007186845209330727, 0.04974953337032576, 0.011961789939283526, 0.026107085625580954, 0.04974940723706987, 0.011961789939800141, -0.0261650458117284, -0.07804611166746589, 0.03406507885007096, 0.013204778192504952, 0.07797182536844777, 0.0342150811043724, 0.03137888484535194, 0.07797181752274733, 0.03421508110440458, -0.03143621174814968]","[0.05197624153879112, 0.061353585931824585, 0.04187358497009508, -0.04753666771839309, 0.05624582127516206, 0.06120655188548153, -0.048100877642370546, 0.06921772539726932, 0.010572698628754207, 0.08011223459722522, 0.038378287768074656, 0.04188659349040634, -0.0757003999663433, 0.03330485032481462, 0.06108556411689712, -0.07637855125694992, 0.048893106780535066, 0.0002391777694011935]","[0.05197624153879112, 0.06135358593182459, 0.04187358497009508, -0.047536667718393086, 0.05624582127516206, 0.06120655188548154, -0.04810087764237054, 0.06921772539726932, 0.010572698628754198, 0.0801122345972252, 0.03837828776807467, 0.04188659349040634, -0.07570039996634331, 0.033304850324814624, 0.06108556411689712, -0.07637855125694994, 0.04889310678053508, 0.0002391777694011896]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.020372307739933912, 0.06583294709042808, -0.030838492220814934]","[-0.020452930573608953, 0.004969582809428055, 0.05498486439905286]","[-0.020452930573608953, 0.004969582809428066, 0.05498486439905286]","[8.673617379884035e-19, 0.0, 1.734723475976807e-18]","[-0.00030281841069957835, 0.07315086345216326, 0.08038774607522678]","[-0.0003028184106995784, 0.07315086345216326, 0.08038774607522678]","[[-0.98034941  0.06084802 -0.18765009  0.01033681]
 [-0.08589403 -0.98799989  0.12836832  0.0619278 ]
 [-0.17758731  0.14196383  0.97381159 -0.08872107]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.70594832  0.08678797 -1.75400534],"[-0.04288422495390748, 0.013256353922832184, 0.00773518269510224, 0.056838761266285134, 0.013406354877585104, 0.02665542311135246, 0.0568386351330292, 0.013406354878101705, -0.025616708325956902, -0.07095688377150655, 0.03550964378837262, 0.013753115678276459, 0.08506105326440716, 0.03565964604267399, 0.03192722233112344, 0.08506104541870665, 0.03565964604270612, -0.030887874262378188]","[0.03922639424729922, 0.05854228327359691, 0.0976692810868062, -0.06190985510320143, 0.06714801814914988, 0.09740025890759654, -0.05262686434874535, 0.05972725850688646, 0.04649707497967616, 0.06376727546613058, 0.03570219843090981, 0.11165406831082675, -0.0924251918709912, 0.04762744417027427, 0.10009470018598536, -0.08127002028031922, 0.03870997201580926, 0.038924632365130316]","[0.039226394247299214, 0.058542283273596896, 0.0976692810868062, -0.06190985510320144, 0.06714801814914988, 0.09740025890759653, -0.05262686434874535, 0.059727258506886455, 0.04649707497967616, 0.06376727546613059, 0.03570219843090981, 0.11165406831082675, -0.09242519187099121, 0.047627444170274265, 0.10009470018598536, -0.08127002028031921, 0.03870997201580925, 0.038924632365130316]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.03234147883677781, 0.08155213793133673, 0.014684213653347915]","[-0.023824634471815785, -0.013033306668766894, 0.05497971125382448]","[-0.02382463447181579, -0.013033306668766911, 0.054979711253824476]","[0.0, 0.0, 0.0]","[0.0005774220034866291, 0.07214092387640039, 0.04709056199972054]","[0.0005774220034866277, 0.07214092387640039, 0.04709056199972053]","[[-0.96794023 -0.08035629  0.2379802  -0.00485073]
 [ 0.03998933 -0.98466148 -0.16983119  0.07900874]
 [ 0.24797694 -0.15486977  0.95630685 -0.03400377]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.40498439 -0.04626006 -1.32558313],"[-0.05565232882996642, 0.011435970220600736, 0.007877631103285926, 0.04407065739022618, 0.011585971175353697, 0.026797871519536165, 0.04407053125697028, 0.011585971175870284, -0.025474259917773197, -0.08372498764756549, 0.03368926008614116, 0.013895564086460137, 0.0722929493883482, 0.03383926234044257, 0.03206967073930715, 0.07229294154264775, 0.03383926234047473, -0.030745425854194486]","[0.05685633771972255, 0.06413237244416203, 0.03943765793350865, -0.03497177091594261, 0.05304112961815592, 0.08123783467163863, -0.04793393191056947, 0.06113651267707088, 0.03124960725263464, 0.08641119642859121, 0.04354423409272127, 0.03473260891784394, -0.06009208383801193, 0.02804489004428125, 0.08921633617140927, -0.07566877154230267, 0.03777305017744133, 0.029145827095510855]","[0.05685633771972255, 0.06413237244416203, 0.039437657933508646, -0.03497177091594262, 0.05304112961815592, 0.08123783467163861, -0.04793393191056947, 0.06113651267707088, 0.03124960725263464, 0.0864111964285912, 0.04354423409272127, 0.03473260891784393, -0.06009208383801193, 0.028044890044281255, 0.08921633617140927, -0.07566877154230267, 0.03777305017744131, 0.029145827095510852]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.04005888728863334, 0.08523766848838848, 0.027536614279183833]","[-0.035261063950818454, -0.01692517725104479, 0.054967814837992665]","[-0.03526106395081845, -0.016925177251044782, 0.054967814837992665]","[0.0, 0.0, 0.0]","[0.0012817926869406605, 0.07328522944400184, 0.04251221935777314]","[0.0012817926869406605, 0.07328522944400186, 0.04251221935777314]","[[-9.95831051e-01 -2.87102137e-02  8.65808389e-02 -3.00260061e-04]
 [ 9.99983333e-03 -9.77815710e-01 -2.09228204e-01  8.05413862e-02]
 [ 9.06670909e-02 -2.07490148e-01  9.74026343e-01 -2.63182748e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CylinderM,normal,[-1.36123033 -0.01171773 -1.48099112],"[-0.051707078747910425, 0.011624285509576095, 0.007250308949815661, 0.04801590747228218, 0.011774286464329077, 0.026170549366065908, 0.04801578133902628, 0.011774286464845685, -0.026101582071243468, -0.07977973756550949, 0.03387757537511652, 0.013268241932989885, 0.07623819947040418, 0.034027577629417965, 0.03144234858583689, 0.07623819162470374, 0.03402757762945011, -0.031372748007664764]","[0.05354691259445899, 0.061898974060390945, 0.042665240632278646, -0.04404339043050268, 0.05496346903500864, 0.06969676859328958, -0.048782626916738736, 0.06580942496258298, 0.01878232464503556, 0.08227069559337015, 0.03969666786541551, 0.041440295664094, -0.07144751722812853, 0.03129973690681967, 0.07261913348221505, -0.07714277148918211, 0.044333250843168144, 0.011435573979486175]","[0.05354691259445899, 0.06189897406039095, 0.04266524063227864, -0.04404339043050269, 0.054963469035008636, 0.06969676859328958, -0.048782626916738736, 0.06580942496258298, 0.01878232464503556, 0.08227069559337015, 0.03969666786541551, 0.04144029566409399, -0.07144751722812852, 0.031299736906819677, 0.07261913348221505, -0.07714277148918211, 0.044333250843168144, 0.01143557397948617]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.05733849242941374, 0.09100360371505292, 0.05387008054525456]","[0.05416020962430984, -0.029259877293878852, 0.054948449185858665]","[0.054160209624309834, -0.02925987729387885, 0.05494844918585866]","[0.0, -1.3877787807814457e-17, 0.0]","[-0.0023994627297785464, 0.0757407555445077, 0.03922538498408617]","[-0.002399462729778545, 0.0757407555445077, 0.03922538498408617]","[[-0.96624885  0.06300156  0.24978783 -0.01688829]
 [-0.12169758 -0.96624885 -0.22705254  0.08179863]
 [ 0.22705254 -0.24978783  0.94130398 -0.01745909]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.34952427  0.12218029 -1.3493458 ],"[-0.04111324939354498, 0.013797854751736068, 0.006355870495477294, 0.058609736826647635, 0.013947855706489043, 0.025276110911727538, 0.058609610693391725, 0.013947855707005602, -0.02699602052558183, -0.06918590821114406, 0.03605114461727649, 0.012373803478651501, 0.08683202882476965, 0.036201146871577924, 0.030547910131498497, 0.08683202097906918, 0.03620114687161004, -0.03226718646200311]","[0.03709011821527162, 0.05823077611567856, 0.03180576380862022, -0.05498946875904442, 0.05964249615976196, 0.07449099178650925, -0.06685786709088594, 0.07269943056375823, 0.025286994895791778, 0.06287350790489227, 0.03345673250508957, 0.025405593528630654, -0.08377042234134735, 0.038601496384763935, 0.08145027620956022, -0.09803274198494644, 0.05429194264375609, 0.022322173799382318]","[0.03709011821527162, 0.05823077611567854, 0.03180576380862022, -0.05498946875904442, 0.05964249615976194, 0.07449099178650925, -0.06685786709088594, 0.07269943056375823, 0.02528699489579178, 0.06287350790489228, 0.033456732505089556, 0.02540559352863065, -0.08377042234134735, 0.03860149638476393, 0.08145027620956022, -0.09803274198494642, 0.05429194264375608, 0.022322173799382325]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0020271427915130335, 0.07774514299787583, 0.05084388779324589]","[0.0019344884416372839, -0.013081968369672127, 0.054973216916786714]","[0.0019344884416372834, -0.013081968369672133, 0.05497321691678671]","[0.0, 0.0, 0.0]","[0.0025236154132050057, 0.07673981379433091, 0.031198905740996992]","[0.0025236154132050057, 0.07673981379433091, 0.03119890574099699]","[[-0.99919966  0.01994459 -0.03467354  0.00207283]
 [-0.00799991 -0.94895425 -0.31531227  0.08268016]
 [-0.03919238 -0.31478253  0.94835432 -0.00533236]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.25468673  0.00838475 -1.6128081 ],"[-0.04850616222999709, 0.012020222763047823, 0.00724464703400618, 0.051216823990195524, 0.01217022371780075, 0.02616488745025641, 0.05121669785693965, 0.012170223718317316, -0.026107243987052966, -0.07657882104759614, 0.03427351262858825, 0.013262580017180396, 0.07943911598831756, 0.03442351488288964, 0.03143668667002738, 0.07943910814261715, 0.03442351488292174, -0.031378409923474265]","[0.050610860483132, 0.062085248395246706, 0.03596115465849056, -0.049775042561660314, 0.057976077414220464, 0.0503992003052569, -0.04772624741697488, 0.07443042865371854, 0.0008267030032488298, 0.07824717008421134, 0.03851365648364156, 0.03562493046973611, -0.0783593858833964, 0.03576213392691262, 0.04740343130099803, -0.07589750506034144, 0.055535228766257404, -0.012167536656039177]","[0.050610860483132, 0.062085248395246706, 0.035961154658490556, -0.04977504256166031, 0.05797607741422046, 0.05039920030525691, -0.04772624741697488, 0.07443042865371853, 0.000826703003248829, 0.07824717008421132, 0.038513656483641565, 0.03562493046973611, -0.07835938588339639, 0.035762133926912604, 0.04740343130099802, -0.07589750506034144, 0.0555352287662574, -0.012167536656039177]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.10887045272274384, 0.052879002715511186, 0.06452066376203175]","[0.09975497636205098, -0.008125057885405676, 0.05497337546620433]","[0.099754976362051, -0.008125057885405684, 0.05497337546620432]","[0.0, 0.0, 0.0]","[-0.004789658496606609, 0.0793683357918023, 0.03990002674568254]","[-0.00478965849660661, 0.0793683357918023, 0.039900026745682535]","[[-0.93142022  0.18534708  0.31321372 -0.03166911]
 [-0.25611403 -0.94524947 -0.20225984  0.08186635]
 [ 0.25857683 -0.26860733  0.92789446 -0.0144656 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.36831642  0.25933559 -1.30428256],"[-0.02972382488756268, 0.019266905118327918, 0.005084863324175449, 0.06999916133262993, 0.0194169060730809, 0.024005103740425672, 0.06999903519937403, 0.019416906073597515, -0.02826702769688369, -0.05779648370516175, 0.041520194983868317, 0.011102796307349665, 0.09822145333075197, 0.04167019723816981, 0.029276902960196652, 0.09822144548505152, 0.041670197238201936, -0.03353819363330498]","[0.019276016063336215, 0.0542812480879708, 0.03141141246973194, -0.06875407134249553, 0.0675407092437166, 0.08017166656616534, -0.08227031572762417, 0.08158136365887941, 0.03166860597891267, 0.04128017630699132, 0.026426691252473218, 0.02370173051853283, -0.09937709981619797, 0.050320673205397654, 0.0894020016769222, -0.11561962084994512, 0.06719326729344853, 0.031116219197322985]","[0.019276016063336215, 0.05428124808797079, 0.031411412469731934, -0.06875407134249552, 0.0675407092437166, 0.08017166656616534, -0.08227031572762415, 0.0815813636588794, 0.03166860597891266, 0.04128017630699133, 0.02642669125247321, 0.023701730518532825, -0.09937709981619798, 0.05032067320539765, 0.0894020016769222, -0.11561962084994512, 0.06719326729344853, 0.031116219197322974]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.06889488885573898, 0.09924883293670184, 0.025836907258445854]","[0.05193681383009108, -0.03616344156449565, 0.054993377084135577]","[0.051936813830091064, -0.03616344156449566, 0.054993377084135577]","[0.0, 0.0, -1.734723475976807e-18]","[0.0002427179455513767, 0.07572586682897348, 0.04645607983414557]","[0.00024271794555137422, 0.07572586682897346, 0.046456079834145576]","[[-0.98725238  0.15879467 -0.01081659 -0.01128274]
 [-0.1543801  -0.97190775 -0.1776573   0.08188929]
 [-0.03872376 -0.17372272  0.98403297 -0.03254961]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.39108957  0.15548871 -1.6122482 ],"[-0.03530847570313984, 0.01610035882868681, 0.007751542542996209, 0.06441451051705274, 0.016250359783439743, 0.026671782959246444, 0.06441438438379686, 0.016250359783956336, -0.025600348478062918, -0.06338113452073889, 0.03835364869422723, 0.01376947552617044, 0.09263680251517478, 0.0385036509485286, 0.031943582179017396, 0.09263679466947435, 0.03850365094856076, -0.030871514414484203]","[0.03231535063330616, 0.05312438666899534, 0.05160542442759119, -0.06689222454013416, 0.065527202245368, 0.06911825322115088, -0.06486792653587568, 0.0746080390982714, 0.017680753819875925, 0.05636164767962369, 0.025993001658063238, 0.05387746009366082, -0.09839435857987561, 0.04746477427989741, 0.07004714893834005, -0.09596191410150186, 0.058377182506394336, 0.008235022938590537]","[0.03231535063330616, 0.05312438666899533, 0.05160542442759119, -0.06689222454013415, 0.06552720224536797, 0.0691182532211509, -0.06486792653587568, 0.07460803909827139, 0.017680753819875928, 0.05636164767962368, 0.02599300165806323, 0.053877460093660824, -0.09839435857987561, 0.04746477427989741, 0.07004714893834006, -0.09596191410150186, 0.05837718250639432, 0.008235022938590537]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.10065698112209147, 0.0945544850216533, 0.03457252908589806]","[0.08696205741502812, -0.036603670358970164, 0.054971079975087135]","[0.0869620574150281, -0.036603670358970164, 0.05497107997508714]","[0.0, 0.0, 0.0]","[-0.0006033958210623237, 0.07532613734082222, 0.046506577534662134]","[-0.0006033958210623262, 0.0753261373408222, 0.046506577534662134]","[[-0.98629419  0.13487187  0.0950439  -0.01517467]
 [-0.14943813 -0.97438419 -0.1680586   0.08112226]
 [ 0.0699429  -0.1799584   0.98118447 -0.03203376]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.4020435   0.15075671 -1.50977141],"[-0.03658322873528501, 0.015515322110886, 0.006958682811746135, 0.06313975748490758, 0.015665323065638982, 0.025878923227996353, 0.06313963135165171, 0.015665323066155576, -0.026393208209312995, -0.0646558875528841, 0.037768611976426406, 0.012976615794920349, 0.0913620494830296, 0.037918614230727885, 0.03115072244776733, 0.09136204163732915, 0.03791861423076001, -0.03166437414573428]","[0.033646559935966255, 0.054021930869964034, 0.04724983298593816, -0.06340872169096828, 0.0639207417088133, 0.07526693188394974, -0.06706466170366507, 0.07332753382072862, 0.02397831628748404, 0.058429881914565135, 0.027469487443496112, 0.046746543696979184, -0.0942009697577964, 0.04509517531530543, 0.07938203932770016, -0.09859443198533918, 0.056399278519337036, 0.017748841289153126]","[0.03364655993596625, 0.05402193086996403, 0.04724983298593817, -0.06340872169096828, 0.0639207417088133, 0.07526693188394974, -0.06706466170366508, 0.07332753382072862, 0.023978316287484043, 0.058429881914565135, 0.0274694874434961, 0.046746543696979184, -0.09420096975779642, 0.04509517531530541, 0.07938203932770015, -0.0985944319853392, 0.05639927851933703, 0.01774884128915313]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.03431657972268738, 0.08180032851368671, 0.04420037630779006]","[0.03615494942741494, -0.0157010277856739, 0.05496815266408706]","[0.03615494942741494, -0.015701027785673893, 0.05496815266408707]","[0.0, 0.0, 0.0]","[-0.0003043147774405919, 0.07487665971628316, 0.0379681751641247]","[-0.00030431477744059066, 0.07487665971628316, 0.03796817516412471]","[[-0.98910225  0.00831939  0.146995   -0.00650506]
 [-0.04498481 -0.96773444 -0.24792422  0.08186026]
 [ 0.14018954 -0.25183494  0.95756256 -0.01745768]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.32915994  0.04594048 -1.43507149],"[-0.04729546233130582, 0.012227071331063918, 0.007052107416547973, 0.05242752388888679, 0.012377072285816838, 0.025972347832798223, 0.05242739775563088, 0.012377072286333432, -0.026299783604511146, -0.07536812114890487, 0.03448036119660436, 0.013070040399722193, 0.08064981588700881, 0.03463036345090571, 0.0312441470525692, 0.08064980804130838, 0.03463036345093785, -0.03157094954093244]","[0.04691433255772427, 0.0608746651707559, 0.03473742570528751, -0.04907622523985798, 0.05679436091160901, 0.0674763308370977, -0.05640410675501881, 0.06995830908169172, 0.017422476379220078, 0.07452365369398645, 0.03759031690359466, 0.030856303124466994, -0.07725296675234306, 0.03416625363399369, 0.0711558143729211, -0.086058978744374, 0.04998528981353684, 0.011006428613816998]","[0.04691433255772427, 0.0608746651707559, 0.03473742570528751, -0.049076225239857975, 0.05679436091160901, 0.06747633083709771, -0.05640410675501881, 0.06995830908169172, 0.017422476379220078, 0.07452365369398645, 0.037590316903594656, 0.030856303124466997, -0.07725296675234306, 0.034166253633993685, 0.0711558143729211, -0.08605897874437402, 0.04998528981353684, 0.011006428613817001]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
